;exp_id;timeline;Behavior;pb_type;alone;indiv;duration;diff;perc_diff;dim;mod
295;20230309_n491_str_5;before;Nest;str;not_alone;10909;NA;NA;NA;NA;NA
296;20230309_n491_str_5;before;Vigilance;str;not_alone;10909;29,281;0;0;0;2
297;20230309_n491_str_5;playback;Basking;str;not_alone;10909;9,456;-5,346;-0,36116741;0;1
298;20230309_n491_str_5;playback;Exploration;str;not_alone;10909;0;-11,659;-1;0;1
299;20230309_n491_str_5;playback;Nest;str;not_alone;10909;NA;NA;NA;NA;NA
300;20230309_n491_str_5;playback;Vigilance;str;not_alone;10909;45,799;16,518;0,564120078;1;3
301;20230309_n491_fam_3;after;Basking;fam;not_alone;10932;60,192;0,192;0,0032;1;2
302;20230309_n491_fam_3;after;Exploration;fam;not_alone;10932;NA;NA;NA;NA;NA
303;20230309_n491_fam_3;after;Nest;fam;not_alone;10932;NA;NA;NA;NA;NA
304;20230309_n491_fam_3;after;Vigilance;fam;not_alone;10932;NA;NA;NA;NA;NA
305;20230309_n491_fam_3;before;Basking;fam;not_alone;10932;60;0;0;0;2
306;20230309_n491_fam_3;before;Exploration;fam;not_alone;10932;NA;NA;NA;NA;NA
307;20230309_n491_fam_3;before;Nest;fam;not_alone;10932;NA;NA;NA;NA;NA
308;20230309_n491_fam_3;before;Vigilance;fam;not_alone;10932;NA;NA;NA;NA;NA
309;20230309_n491_fam_3;playback;Basking;fam;not_alone;10932;60;0;0;0;2
310;20230309_n491_fam_3;playback;Exploration;fam;not_alone;10932;NA;NA;NA;NA;NA
311;20230309_n491_fam_3;playback;Nest;fam;not_alone;10932;NA;NA;NA;NA;NA
312;20230309_n491_fam_3;playback;Vigilance;fam;not_alone;10932;NA;NA;NA;NA;NA
313;20230309_n491_fam_6;after;Basking;fam;not_alone;10932;60,366;0,366;0,0061;1;2
314;20230309_n491_fam_6;after;Exploration;fam;not_alone;10932;NA;NA;NA;NA;NA
315;20230309_n491_fam_6;after;Nest;fam;not_alone;10932;0;0;0;0;2
316;20230309_n491_fam_6;after;Vigilance;fam;not_alone;10932;NA;NA;NA;NA;NA
317;20230309_n491_fam_6;before;Basking;fam;not_alone;10932;60;0;0;0;2
318;20230309_n491_fam_6;before;Exploration;fam;not_alone;10932;NA;NA;NA;NA;NA
319;20230309_n491_fam_6;before;Nest;fam;not_alone;10932;0;0;0;0;2
320;20230309_n491_fam_6;before;Vigilance;fam;not_alone;10932;NA;NA;NA;NA;NA
321;20230309_n491_fam_6;playback;Basking;fam;not_alone;10932;54,251;-5,749;-0,095816667;0;2
322;20230309_n491_fam_6;playback;Exploration;fam;not_alone;10932;NA;NA;NA;NA;NA
323;20230309_n491_fam_6;playback;Nest;fam;not_alone;10932;3,254;3,254;1;1;3
324;20230309_n491_fam_6;playback;Vigilance;fam;not_alone;10932;NA;NA;NA;NA;NA
325;20230309_n491_nbg_4;after;Basking;nbg;not_alone;10932;21,255;-38,745;-0,64575;0;1
326;20230309_n491_nbg_4;after;Exploration;nbg;not_alone;10932;0;0;0;0;2
327;20230309_n491_nbg_4;after;Nest;nbg;not_alone;10932;NA;NA;NA;NA;NA
328;20230309_n491_nbg_4;after;Vigilance;nbg;not_alone;10932;38,353;38,353;1;1;3
329;20230309_n491_nbg_4;before;Basking;nbg;not_alone;10932;60;0;0;0;2
330;20230309_n491_nbg_4;before;Exploration;nbg;not_alone;10932;0;0;0;0;2
331;20230309_n491_nbg_4;before;Nest;nbg;not_alone;10932;NA;NA;NA;NA;NA
332;20230309_n491_nbg_4;before;Vigilance;nbg;not_alone;10932;0;0;0;0;2
333;20230309_n491_nbg_4;playback;Basking;nbg;not_alone;10932;7,504;-52,496;-0,874933333;0;1
334;20230309_n491_nbg_4;playback;Exploration;nbg;not_alone;10932;8,504;8,504;1;1;3
335;20230309_n491_nbg_4;playback;Nest;nbg;not_alone;10932;NA;NA;NA;NA;NA
336;20230309_n491_nbg_4;playback;Vigilance;nbg;not_alone;10932;43,23;43,23;1;1;3
337;20230303_n376_ctr_1;after;Basking;ctr;alone;10936;60,217;60,217;1;1;3
338;20230303_n376_ctr_1;after;Exploration;ctr;alone;10936;NA;NA;NA;NA;NA
339;20230303_n376_ctr_1;after;Nest;ctr;alone;10936;NA;NA;NA;NA;NA
340;20230303_n376_ctr_1;after;Vigilance;ctr;alone;10936;0;-1,032;-1;0;1
341;20230303_n376_ctr_1;before;Basking;ctr;alone;10936;0;0;0;0;2
342;20230303_n376_ctr_1;before;Exploration;ctr;alone;10936;NA;NA;NA;NA;NA
343;20230303_n376_ctr_1;before;Nest;ctr;alone;10936;NA;NA;NA;NA;NA
344;20230303_n376_ctr_1;before;Vigilance;ctr;alone;10936;1,032;0;0;0;2
345;20230303_n376_ctr_1;playback;Basking;ctr;alone;10936;52,282;52,282;1;1;3
346;20230303_n376_ctr_1;playback;Exploration;ctr;alone;10936;NA;NA;NA;NA;NA
347;20230303_n376_ctr_1;playback;Nest;ctr;alone;10936;NA;NA;NA;NA;NA
348;20230303_n376_ctr_1;playback;Vigilance;ctr;alone;10936;4,466;3,434;1;1;3
349;20230303_n376_fam_4;after;Basking;fam;alone;10936;59,246;12,751;0,274244542;1;3
350;20230303_n376_fam_4;after;Exploration;fam;alone;10936;0;-8,009;-1;0;1
351;20230303_n376_fam_4;after;Nest;fam;alone;10936;0;-3,996;-1;0;1
352;20230303_n376_fam_4;after;Vigilance;fam;alone;10936;NA;NA;NA;NA;NA
353;20230303_n376_fam_4;before;Basking;fam;alone;10936;46,495;0;0;0;2
354;20230303_n376_fam_4;before;Exploration;fam;alone;10936;8,009;0;0;0;2
355;20230303_n376_fam_4;before;Nest;fam;alone;10936;3,996;0;0;0;2
356;20230303_n376_fam_4;before;Vigilance;fam;alone;10936;NA;NA;NA;NA;NA
357;20230303_n376_fam_4;playback;Basking;fam;alone;10936;60;13,505;0,29046134;1;3
358;20230303_n376_fam_4;playback;Exploration;fam;alone;10936;0;-8,009;-1;0;1
359;20230303_n376_fam_4;playback;Nest;fam;alone;10936;0;-3,996;-1;0;1
360;20230303_n376_fam_4;playback;Vigilance;fam;alone;10936;NA;NA;NA;NA;NA
361;20230324_n376_fam_1;after;Basking;fam;alone;10936;0;-8,669;-1;0;1
362;20230324_n376_fam_1;after;Exploration;fam;alone;10936;60,209;8,878;0,172955914;1;2
363;20230324_n376_fam_1;after;Nest;fam;alone;10936;NA;NA;NA;NA;NA
364;20230324_n376_fam_1;after;Vigilance;fam;alone;10936;NA;NA;NA;NA;NA
365;20230324_n376_fam_1;before;Basking;fam;alone;10936;8,669;0;0;0;2
366;20230324_n376_fam_1;before;Exploration;fam;alone;10936;51,331;0;0;0;2
367;20230324_n376_fam_1;before;Nest;fam;alone;10936;NA;NA;NA;NA;NA
368;20230324_n376_fam_1;before;Vigilance;fam;alone;10936;NA;NA;NA;NA;NA
369;20230324_n376_fam_1;playback;Basking;fam;alone;10936;57,644;48,975;1;1;3
370;20230324_n376_fam_1;playback;Exploration;fam;alone;10936;2,356;-48,975;-0,95410181;0;1
371;20230324_n376_fam_1;playback;Nest;fam;alone;10936;NA;NA;NA;NA;NA
372;20230324_n376_fam_1;playback;Vigilance;fam;alone;10936;NA;NA;NA;NA;NA
373;20230322_n376_str_1;after;Basking;str;alone;10936;18,03;-21,772;-0,547007688;0;1
374;20230322_n376_str_1;after;Exploration;str;alone;10936;5,497;2,747;0,998909091;1;3
375;20230322_n376_str_1;after;Nest;str;alone;10936;29,256;17,306;1;1;3
376;20230322_n376_str_1;after;Vigilance;str;alone;10936;6,307;6,307;1;1;3
377;20230322_n376_str_1;before;Basking;str;alone;10936;39,802;0;0;0;2
378;20230322_n376_str_1;before;Exploration;str;alone;10936;2,75;0;0;0;2
379;20230322_n376_str_1;before;Nest;str;alone;10936;11,95;0;0;0;2
380;20230322_n376_str_1;before;Vigilance;str;alone;10936;0;0;0;0;2
381;20230322_n376_str_1;playback;Basking;str;alone;10936;0;-39,802;-1;0;1
382;20230322_n376_str_1;playback;Exploration;str;alone;10936;0;-2,75;-1;0;1
383;20230322_n376_str_1;playback;Nest;str;alone;10936;0;-11,95;-1;0;1
384;20230322_n376_str_1;playback;Vigilance;str;alone;10936;59,748;59,748;1;1;3
385;20230321_n491_fam_6;after;Basking;fam;alone;10941;0;-53,804;-1;0;1
386;20230321_n491_fam_6;after;Exploration;fam;alone;10941;44,042;38,938;1;1;3
387;20230321_n491_fam_6;after;Nest;fam;alone;10941;NA;NA;NA;NA;NA
388;20230321_n491_fam_6;after;Vigilance;fam;alone;10941;15,979;14,887;1;1;3
389;20230321_n491_fam_6;before;Basking;fam;alone;10941;53,804;0;0;0;2
390;20230321_n491_fam_6;before;Exploration;fam;alone;10941;5,104;0;0;0;2
391;20230321_n491_fam_6;before;Nest;fam;alone;10941;NA;NA;NA;NA;NA
392;20230321_n491_fam_6;before;Vigilance;fam;alone;10941;1,092;0;0;0;2
393;20230321_n491_fam_6;playback;Basking;fam;alone;10941;0;-53,804;-1;0;1
394;20230321_n491_fam_6;playback;Exploration;fam;alone;10941;0;-5,104;-1;0;1
395;20230321_n491_fam_6;playback;Nest;fam;alone;10941;NA;NA;NA;NA;NA
396;20230321_n491_fam_6;playback;Vigilance;fam;alone;10941;60;58,908;1;1;3
397;20230321_n491_str_5;after;Basking;str;alone;10941;27,76;2,577;0,102330938;1;2
398;20230321_n491_str_5;after;Exploration;str;alone;10941;0;-32,007;-1;0;1
399;20230321_n491_str_5;after;Nest;str;alone;10941;NA;NA;NA;NA;NA
400;20230321_n491_str_5;after;Vigilance;str;alone;10941;32,307;29,497;1;1;3
401;20230321_n491_str_5;before;Basking;str;alone;10941;25,183;0;0;0;2
402;20230321_n491_str_5;before;Exploration;str;alone;10941;32,007;0;0;0;2
403;20230321_n491_str_5;before;Nest;str;alone;10941;NA;NA;NA;NA;NA
404;20230321_n491_str_5;before;Vigilance;str;alone;10941;2,81;0;0;0;2
405;20230321_n491_str_5;playback;Basking;str;alone;10941;0;-25,183;-1;0;1
406;20230321_n491_str_5;playback;Exploration;str;alone;10941;0;-32,007;-1;0;1
407;20230321_n491_str_5;playback;Nest;str;alone;10941;NA;NA;NA;NA;NA
408;20230321_n491_str_5;playback;Vigilance;str;alone;10941;60;57,19;1;1;3
409;20230309_n491_nbg_1;after;Basking;nbg;alone;10962;60,2;0,2;0,003333333;1;2
410;20230309_n491_nbg_1;after;Exploration;nbg;alone;10962;NA;NA;NA;NA;NA
411;20230309_n491_nbg_1;after;Nest;nbg;alone;10962;NA;NA;NA;NA;NA
412;20230309_n491_nbg_1;after;Vigilance;nbg;alone;10962;NA;NA;NA;NA;NA
413;20230309_n491_nbg_1;before;Basking;nbg;alone;10962;60;0;0;0;2
414;20230309_n491_nbg_1;before;Exploration;nbg;alone;10962;NA;NA;NA;NA;NA
415;20230309_n491_nbg_1;before;Nest;nbg;alone;10962;NA;NA;NA;NA;NA
416;20230309_n491_nbg_1;before;Vigilance;nbg;alone;10962;NA;NA;NA;NA;NA
417;20230309_n491_nbg_1;playback;Basking;nbg;alone;10962;60;0;0;0;2
418;20230309_n491_nbg_1;playback;Exploration;nbg;alone;10962;NA;NA;NA;NA;NA
419;20230309_n491_nbg_1;playback;Nest;nbg;alone;10962;NA;NA;NA;NA;NA
420;20230309_n491_nbg_1;playback;Vigilance;nbg;alone;10962;NA;NA;NA;NA;NA
421;20230309_n491_str_2;after;Basking;str;alone;10962;26,627;-33,373;-0,556216667;0;1
422;20230309_n491_str_2;after;Exploration;str;alone;10962;20,255;20,255;1;1;3
423;20230309_n491_str_2;after;Nest;str;alone;10962;1,497;1,497;1;1;3
424;20230309_n491_str_2;after;Vigilance;str;alone;10962;6,999;6,999;1;1;3
425;20230309_n491_str_2;before;Basking;str;alone;10962;60;0;0;0;2
426;20230309_n491_str_2;before;Exploration;str;alone;10962;0;0;0;0;2
427;20230309_n491_str_2;before;Nest;str;alone;10962;0;0;0;0;2
428;20230309_n491_str_2;before;Vigilance;str;alone;10962;0;0;0;0;2
429;20230309_n491_str_2;playback;Basking;str;alone;10962;60;0;0;0;2
430;20230309_n491_str_2;playback;Exploration;str;alone;10962;0;0;0;0;2
431;20230309_n491_str_2;playback;Nest;str;alone;10962;0;0;0;0;2
432;20230309_n491_str_2;playback;Vigilance;str;alone;10962;0;0;0;0;2
433;20230321_n491_str_3;after;Basking;str;alone;10962;0;-53,297;-1;0;1
434;20230321_n491_str_3;after;Exploration;str;alone;10962;NA;NA;NA;NA;NA
435;20230321_n491_str_3;after;Nest;str;alone;10962;59,423;56,973;1;1;3
436;20230321_n491_str_3;after;Vigilance;str;alone;10962;0;-4,253;-1;0;1
437;20230321_n491_str_3;before;Basking;str;alone;10962;53,297;0;0;0;2
438;20230321_n491_str_3;before;Exploration;str;alone;10962;NA;NA;NA;NA;NA
439;20230321_n491_str_3;before;Nest;str;alone;10962;2,45;0;0;0;2
440;20230321_n491_str_3;before;Vigilance;str;alone;10962;4,253;0;0;0;2
441;20230321_n491_str_3;playback;Basking;str;alone;10962;0;-53,297;-1;0;1
442;20230321_n491_str_3;playback;Exploration;str;alone;10962;NA;NA;NA;NA;NA
443;20230321_n491_str_3;playback;Nest;str;alone;10962;60;57,55;1;1;3
444;20230321_n491_str_3;playback;Vigilance;str;alone;10962;0;-4,253;-1;0;1
445;20230321_n491_nbg_2;after;Basking;nbg;not_alone;10962;60,016;0,016;0,000266667;1;2
446;20230321_n491_nbg_2;after;Exploration;nbg;not_alone;10962;NA;NA;NA;NA;NA
447;20230321_n491_nbg_2;after;Nest;nbg;not_alone;10962;NA;NA;NA;NA;NA
448;20230321_n491_nbg_2;after;Vigilance;nbg;not_alone;10962;NA;NA;NA;NA;NA
449;20230321_n491_nbg_2;before;Basking;nbg;not_alone;10962;60;0;0;0;2
450;20230321_n491_nbg_2;before;Exploration;nbg;not_alone;10962;NA;NA;NA;NA;NA
451;20230321_n491_nbg_2;before;Nest;nbg;not_alone;10962;NA;NA;NA;NA;NA
452;20230321_n491_nbg_2;before;Vigilance;nbg;not_alone;10962;NA;NA;NA;NA;NA
453;20230321_n491_nbg_2;playback;Basking;nbg;not_alone;10962;60;0;0;0;2
454;20230321_n491_nbg_2;playback;Exploration;nbg;not_alone;10962;NA;NA;NA;NA;NA
455;20230321_n491_nbg_2;playback;Nest;nbg;not_alone;10962;NA;NA;NA;NA;NA
456;20230321_n491_nbg_2;playback;Vigilance;nbg;not_alone;10962;NA;NA;NA;NA;NA
457;20230306_n66_fam_1;after;Basking;fam;alone;unknown2;0;-20,683;-1;0;1
458;20230306_n66_fam_1;after;Exploration;fam;alone;unknown2;0;-9,021;-1;0;1
459;20230306_n66_fam_1;after;Nest;fam;alone;unknown2;60,475;43,93;1;1;3
460;20230306_n66_fam_1;after;Vigilance;fam;alone;unknown2;NA;NA;NA;NA;NA
461;20230306_n66_fam_1;before;Basking;fam;alone;unknown2;20,683;0;0;0;2
462;20230306_n66_fam_1;before;Exploration;fam;alone;unknown2;9,021;0;0;0;2
463;20230306_n66_fam_1;before;Nest;fam;alone;unknown2;16,545;0;0;0;2
464;20230306_n66_fam_1;before;Vigilance;fam;alone;unknown2;NA;NA;NA;NA;NA
465;20230306_n66_fam_1;playback;Basking;fam;alone;unknown2;14,612;-6,071;-0,293526084;0;1
466;20230306_n66_fam_1;playback;Exploration;fam;alone;unknown2;6,75;-2,271;-0,251745926;0;1
467;20230306_n66_fam_1;playback;Nest;fam;alone;unknown2;37,638;21,093;1;1;3
468;20230306_n66_fam_1;playback;Vigilance;fam;alone;unknown2;NA;NA;NA;NA;NA
469;20230311_n66_nbg_3;after;Basking;nbg;alone;unknown3;0;-23,118;-1;0;1
470;20230311_n66_nbg_3;after;Exploration;nbg;alone;unknown3;10,254;10,254;1;1;3
471;20230311_n66_nbg_3;after;Nest;nbg;alone;unknown3;39,754;5,621;0,164679343;1;2
472;20230311_n66_nbg_3;after;Vigilance;nbg;alone;unknown3;9,472;9,472;1;1;3
473;20230311_n66_nbg_3;before;Basking;nbg;alone;unknown3;23,118;0;0;0;2
474;20230311_n66_nbg_3;before;Exploration;nbg;alone;unknown3;0;0;0;0;2
475;20230311_n66_nbg_3;before;Nest;nbg;alone;unknown3;34,133;0;0;0;2
476;20230311_n66_nbg_3;before;Vigilance;nbg;alone;unknown3;0;0;0;0;2
477;20230311_n66_nbg_3;playback;Basking;nbg;alone;unknown3;56,46;33,342;1;1;3
478;20230311_n66_nbg_3;playback;Exploration;nbg;alone;unknown3;0;0;0;0;2
479;20230311_n66_nbg_3;playback;Nest;nbg;alone;unknown3;0;-34,133;-1;0;1
480;20230311_n66_nbg_3;playback;Vigilance;nbg;alone;unknown3;3,54;3,54;1;1;3
481;20230315_n376_nbg_2;after;Basking;nbg;alone;unknown4;4,98;-13,765;-0,734329154;0;1
482;20230315_n376_nbg_2;after;Exploration;nbg;alone;unknown4;0;-39,694;-1;0;1
483;20230315_n376_nbg_2;after;Nest;nbg;alone;unknown4;55,077;55,077;1;1;3
484;20230315_n376_nbg_2;after;Vigilance;nbg;alone;unknown4;0;-0,564;-1;0;1
485;20230315_n376_nbg_2;before;Basking;nbg;alone;unknown4;18,745;0;0;0;2
486;20230315_n376_nbg_2;before;Exploration;nbg;alone;unknown4;39,694;0;0;0;2
487;20230315_n376_nbg_2;before;Nest;nbg;alone;unknown4;0;0;0;0;2
488;20230315_n376_nbg_2;before;Vigilance;nbg;alone;unknown4;0,564;0;0;0;2
489;20230315_n376_nbg_2;playback;Basking;nbg;alone;unknown4;19,281;0,536;0,028594292;1;2
490;20230315_n376_nbg_2;playback;Exploration;nbg;alone;unknown4;11,797;-27,897;-0,702801431;0;1
491;20230315_n376_nbg_2;playback;Nest;nbg;alone;unknown4;0;0;0;0;2
492;20230315_n376_nbg_2;playback;Vigilance;nbg;alone;unknown4;27,963;27,399;1;1;3
493;20230324_n376_fam_2;after;Basking;fam;alone;unknown5;60,326;52,524;1;1;3
494;20230324_n376_fam_2;after;Exploration;fam;alone;unknown5;0;-52,198;-1;0;1
495;20230324_n376_fam_2;after;Nest;fam;alone;unknown5;NA;NA;NA;NA;NA
496;20230324_n376_fam_2;after;Vigilance;fam;alone;unknown5;NA;NA;NA;NA;NA
497;20230324_n376_fam_2;before;Basking;fam;alone;unknown5;7,802;0;0;0;2
498;20230324_n376_fam_2;before;Exploration;fam;alone;unknown5;52,198;0;0;0;2
499;20230324_n376_fam_2;before;Nest;fam;alone;unknown5;NA;NA;NA;NA;NA
500;20230324_n376_fam_2;before;Vigilance;fam;alone;unknown5;NA;NA;NA;NA;NA
501;20230324_n376_fam_2;playback;Basking;fam;alone;unknown5;60;52,198;1;1;3
502;20230324_n376_fam_2;playback;Exploration;fam;alone;unknown5;0;-52,198;-1;0;1
503;20230324_n376_fam_2;playback;Nest;fam;alone;unknown5;NA;NA;NA;NA;NA
504;20230324_n376_fam_2;playback;Vigilance;fam;alone;unknown5;NA;NA;NA;NA;NA
