exp_id;pb_type;Behavior;timeline;alone;indiv;duration;diff;perc_diff;dim
20230311_n66_str_4;str;Nest;before;alone;unknown3;35,022;0;0;0
20230311_n66_nbg_3;nbg;Vigilance;before;alone;unknown3;0;0;0;0
20230311_n66_str_4;str;Vigilance;before;alone;unknown3;0;0;0;0
20230311_n66_nbg_3;nbg;Basking;playback;alone;unknown3;56,46;33,342;1;1
20230311_n66_str_4;str;Basking;playback;alone;unknown3;1,308;-17,655;-0,931023572;0
20230311_n66_nbg_3;nbg;Exploration;playback;alone;unknown3;0;0;0;0
20230311_n66_str_4;str;Exploration;playback;alone;unknown3;0;-5,746;-1;0
20230311_n66_nbg_3;nbg;Nest;playback;alone;unknown3;0;-34,133;-1;0
20230311_n66_str_4;str;Nest;playback;alone;unknown3;58,187;23,165;0,66144138;1
20230311_n66_nbg_3;nbg;Vigilance;playback;alone;unknown3;3,54;3,54;1;1
20230311_n66_str_4;str;Vigilance;playback;alone;unknown3;0,478;0,478;1;1
20230315_n376_nbg_2;nbg;Basking;after;alone;unknown4;4,98;-13,765;-0,734329154;0
20230315_n376_nbg_2;nbg;Exploration;after;alone;unknown4;0;-39,694;-1;0
20230315_n376_nbg_2;nbg;Nest;after;alone;unknown4;55,077;55,077;1;1
20230315_n376_nbg_2;nbg;Vigilance;after;alone;unknown4;0;-0,564;-1;0
20230315_n376_nbg_2;nbg;Basking;before;alone;unknown4;18,745;0;0;0
20230315_n376_nbg_2;nbg;Exploration;before;alone;unknown4;39,694;0;0;0
20230315_n376_nbg_2;nbg;Nest;before;alone;unknown4;0;0;0;0
20230315_n376_nbg_2;nbg;Vigilance;before;alone;unknown4;0,564;0;0;0
20230315_n376_nbg_2;nbg;Basking;playback;alone;unknown4;19,281;0,536;0,028594292;1
20230315_n376_nbg_2;nbg;Exploration;playback;alone;unknown4;11,797;-27,897;-0,702801431;0
20230315_n376_nbg_2;nbg;Nest;playback;alone;unknown4;0;0;0;0
20230315_n376_nbg_2;nbg;Vigilance;playback;alone;unknown4;27,963;27,399;1;1
20230324_n376_fam_2;fam;Basking;after;alone;unknown5;60,326;52,524;1;1
20230324_n376_fam_2;fam;Exploration;after;alone;unknown5;0;-52,198;-1;0
20230324_n376_fam_2;fam;Basking;before;alone;unknown5;7,802;0;0;0
20230324_n376_fam_2;fam;Exploration;before;alone;unknown5;52,198;0;0;0
20230324_n376_fam_2;fam;Basking;playback;alone;unknown5;60;52,198;1;1
20230324_n376_fam_2;fam;Exploration;playback;alone;unknown5;0;-52,198;-1;0
